Accession No.,Book Title,Author,Price (INR),Price ($),Price (Pound),Publisher,Issue / Lost / Available,Book No. / Barcode,Book Shelf No.,No. of Copies,S. No.
672,µprog. Con & Rel. Des. Of small Comp.,Kraft Toy,535.35,,,P / H ,,701793,CS/E/99-2,1,21
673,Microsoft COBOL,,,,,Microsoft,,758378,CS/E/99-2,1,22
674,Microsoft COBOL,,,,,Microsoft,,758376,CS/E/99-2,1,23
675,Unix System V: Programmers Guides,,,,,,LOST,767286,CS/E/99-2,1,24
677,8087/80287/80387 for IBM PC & Com.,Startz,419.16,,,Brady,,767287,CS/E/99-2,1,25
678,Introduction to Computer Theory,Cohen,398.16,,,J. Wiely,,767288,CS/E/99-2,1,26
679,Introduction to Computer Theory,Cohen,398.16,,,,,767289,CS/E/99-2,1,27
680,COBOL Programming,Balaguruswamy,64,,,Mc Millan,,767290,CS/E/99-2,1,28
681,App. Dis. Stru. for Computer Science,Doerr Levasseur,70,,,Galgotia,,767291,CS/E/99-2,1,29
682,Programmers Guide to the IBM PC,Norton,368.76,,,Microsoft,,767270,CS/E/99-2,1,30
683,The Programmers PC Source Book,Hogan,419.16,,,Microsoft,,767271,CS/E/99-2,1,31
684,Artificial Intelligence Using C,Schildt,394.8,,,Mc Graw,,767272,CS/E/99-2,1,32
685,Quick C Bible,Barkakati,419.16,,,Jyoward W.Sams,,767273,CS/E/99-2,1,33
686,Quick C Programming,Moore,335.16,,,Microsoft,,767274,CS/E/99-2,1,34
687,Introduction to Computer Science,Tremblay Bunt,468.72,,,Mc Graw,,767276,CS/E/99-2,1,35
688,Introduction to Computer Science,Tremblay Bunt,468.72,,,Mc Graw,,767275,CS/E/99-2,1,36
689,Unix System V,Morgan McGilton,116.76,,,Mc Graw,,767277,CS/E/99-2,2,2
690,Prog. Guide to the Hercules Gra.Cards,Doty,419.16,,,A.Wesley,,767278,CS/E/99-2,2,1
691,Complete Language,Troy,419.16,,,Little Brown,,767279,CS/E/99-2,2,3
692,Prog.  with Adva. Structured COBOL,New Comer,415.8,,,Mc Graw,,767280,CS/E/99-2,2,4
693,Prog.  with Adva. Structured COBOL,New Comer,415.8,,,Mc Graw,,767284,CS/E/99-2,2,5
694,Prog.  with Adva. Structured COBOL,New Comer,415.8,,,Mc Graw,,767283,CS/E/99-2,2,6
695,Prog. With Adva. Structured COBOL,New Comer,,,,,LOST,767281,CS/E/99-2,2,7
697,File Organization & Processing,Tharp,129.36,,,J.Wiley,,767260,CS/E/99-2,2,8
698,A Simpli. Gu. to Struc. COBOL Prog.,McCracken Golden,84,,,J.Wiley,,767261,CS/E/99-2,2,9
699,Strucctured COBOL Programming,Stern,487.2,,,J.Wiley,,767262,CS/E/99-2,2,10
700,Strucctured COBOL Programming,Stern,487.2,,,J.Wiley,,767263,CS/E/99-2,2,11
701,A second course in Computer Science,McCracken,,,,,LOST,767265,CS/E/99-2,2,13
703,Computer Architecture,Das Gupta,94.44,,,J.Wiley,,767266,CS/E/99-2,2,12
705,Lect.on Num. Meth. In Bifurca. Prob.,Keller,25,,,Narosa,,767268,CS/E/99-2,2,15
708,Mastering DOS,Robbins,150,,,BPB,,767245,CS/E/99-2,2,16
709,Mastering Xenix,Hahn,,,,,LOST,767250,CS/E/99-2,2,14
710,Mastering Xenix ,Hahn,90,,,BPB,,767248,CS/E/99-2,2,17
711,Mastering Xenix ,Hahn,90,,,BPB,,767246,CS/E/99-2,2,18
712,Mastering Xenix ,Hahn,90,,,BPB,,767247,CS/E/99-2,2,19
713,Mastering Xenix ,Hahn,90,,,BPB,,767249,CS/E/99-2,2,20
714,Norton Utilities,Evans,42,,,BPB,,767251,CS/E/99-2,2,21
715,8086/8088/80286 Assembly Language,Scanlon,420,,,Bready,,767252,CS/E/99-2,2,22
716,Advanced Assembly Language,Holzner,445.2,,,Bready,,767253,CS/E/99-2,2,23
717,Inside the IBM PC ,Norton,840,,,Bready,,767255,CS/E/99-2,2,24
718,Inside the IBM PC ,Norton,840,,,Bready,,767254,CS/E/99-2,2,25
719,A First Book of C ,Bronson Menconi,84,,,JAICO,,767256,CS/E/99-2,2,26
720,DOS Programmers,Dettmann,419.16,,,QUE,,767257,CS/E/99-2,2,27
721,Discrete Mathmatics with Algorithms,Albertson Hutchinson,257.04,,,Wiely,,767258,CS/E/99-2,2,28
722,Discrete Mathmatics with Algorithms,Albertson Hutchinson,257.04,,,Wiely,,767259,CS/E/99-2,2,29
724,High Level Lang. & their Compilers,Watson D.,735,,,A.Wesley,,767316,CS/E/99-2,2,30
725,Prog. & Problem Solving with Pascal,Graham N.,65,,,Jaico,,767318,CS/E/99-2,2,31
726,Prog. & Problem Solving with Pascal,Graham N.,65,,,Jaico,,767217,CS/E/99-2,2,32
727,Principles of Parallel & Multiproce.,Desrochers,142.8,,,McGraw,,767321,CS/E/99-2,3,1
728,Comprehensive Guide to Turbo Pascal,Levine Drang et al.,126,,,McGraw,,767322,CS/E/99-2,3,2
729,C Data Base Development, Stevens,200.76,,,McGraw,,767323,CS/E/99-2,3,3
730,Artificial Intelligence & Expert Sys. Devel.,Rolston,126,,,McGraw,,767324,CS/E/99-2,3,4
731,Numerical Methods for Engineers,"Chapra, Canale",142.8,,,McGraw,,767325,CS/E/99-2,3,5
732,Principles of dBase Management,Martin,75,,,P.H.I,,767327,CS/E/99-2,3,6
733,Principles of dBase Management,Martin,75,,,P.H.I,,767326,CS/E/99-2,3,7
734,Advanced Graphics in C Prog. & Tech.,Johnson,445.2,,,MGH,,767365,CS/E/99-2,3,8
735,Num. Recipes Art of Scientific Comp.,Press Flannery et al.,770,,,Cambridge University Press,,761634,CS/E/99-2,3,9
736,Numerical Recipes in C,Press Flannery et al.,770,,,Cambridge University Press,,761635,CS/E/99-2,3,11
737,Numerical Recipes Example Book C,Vetterling T. et al.,420,,,Cambridge University Press,,761636,CS/E/99-2,3,12
738,Numerical Recipes Example Book (Pascal),Vetterling T. et al.,490.2,,,Cambridge University Press,,761637,CS/E/99-2,3,13
739,Numerical Recipes Example Book (Fortan),Vetterling T. et al.,490.2,,,Cambridge University Press,,761638,CS/E/99-2,3,15
740,The C Programming Language,Kernighan Ritchie.,,,,P.H.I,,767620,CS/E/99-2,3,10
741,The C Programming Language,Kernighan Ritchie.,,,,P.H.I,,767618,CS/E/99-2,3,14
742,The C Programming Language,Kernighan Ritchie.,,,,P.H.I,,767619,CS/E/99-2,3,16
743,The C Programming Language,Kernighan Ritchie.,,,,P.H.I,,767616,CS/E/99-2,3,18
744,The C Programming Language,Kernighan Ritchie.,,,,P.H.I,,767617,CS/E/99-2,3,19
745,The C Answer Book,Tondo Gimpel,,,,P.H.I,,767621,CS/E/99-2,3,17
747,How to solve it by Computer,Dromey,45,,,P.H.I,,761692,CS/E/99-2,3,20
748,How to solve it by Computer,Dromey,45,,,P.H.I,,761696,CS/E/99-2,3,21
749,How to solve it by Computer,Dromey,45,,,P.H.I,,761690,CS/E/99-2,3,22
750,How to solve it by Computer,Dromey,45,,,P.H.I,,761689,CS/E/99-2,3,23
751,How to solve it by Computer,Dromey,45,,,P.H.I,,761688,CS/E/99-2,3,24
752,How to solve it by Computer,Dromey,45,,,P.H.I,,761687,CS/E/99-2,3,25
753,How to solve it by Computer,Dromey,45,,,P.H.I,,761693,CS/E/99-2,3,26
754,How to solve it by Computer,Dromey,45,,,P.H.I,,761691,CS/E/99-2,3,27
755,How to solve it by Computer,Dromey,45,,,P.H.I,,761695,CS/E/99-2,3,28
756,How to solve it by Computer,Dromey,45,,,P.H.I,,761694,CS/E/99-2,3,29
757,Auto Cad Productivity Book,Schaefer B.,95,,,Galgotia,,767702,CS/E/99-2,3,31
758,COBOL Programming,Roy Dastidar,51,,,T.M.H,,767703,CS/E/99-2,3,30
759,Prog. & Problem Solving with Pascal,Graham ,65,,,JAICO,,767704,CS/E/99-2,3,31
760,Programming in C,Kochan,50,,,CBS,,767705,CS/E/99-2,3,32
761,Understading & Using dBase III Plus,Ross,60,,,JAICO,,767706,CS/E/99-2,3,33
762,Unix the Book,Banahan Rutter,60,,,GP,,767707,CS/E/99-2,3,34
763,Expert System,Naylor,,,,GALGOTIA,,767708,CS/E/99-2,3,35
764,Parallel Processing,A.Carling,,,,,,767709,CS/E/99-2,3,36
765,Expert System for PC,Chadwick Hannah,,,,,,767710,CS/E/99-2,3,37
766,How to solve it in Lisp,Hall,,,,,,767711,CS/E/99-2,3,38
767,Advanced Techniques in Auto Cad,Thomas,,,,,,767712,CS/E/99-2,4,6
768,Wordstar Instant Reference,Clark,,,,,,767713,CS/E/99-2,4,2
771,Digital Fundamentals,Floyd,75,,,UBS,,767847,CS/E/99-2,4,7
775,dBase III Plus for Beginners,Mathur,65,,,Galgotia,,767849,CS/E/99-2,4,11
776,Mastering Turbo C,Bootle,90,,,BPB,,767850,CS/E/99-2,4,8
777,Mastering Turbo C,Bootle,90,,,BPB,,767851,CS/E/99-2,4,9
778,Mod. & Ana. Of Comp. Comm. Net.,Hayes,65,,,,,767841,CS/E/99-2,4,10
780,Prin. of Interactive Comp. Graphics,Necoman Sproull,147.9,,,Mc Graw,,767843,CS/E/99-2,4,12
781,Principles of dBase Management,Martin,75,,,P.H.I,,767844,CS/E/99-2,4,13
782,Principles of dBase Management,Martin,75,,,P.H.I,,767845,CS/E/99-2,4,14
783,Principles of dBase Management,Martin,75,,,P.H.I,,767846,CS/E/99-2,4,15
784,The Off. Borland Turbo C Sur. Guide,Miller,565.5,,,J.Wiley,,767881,CS/E/99-2,4,16
785,DOS 4.0 References,Christipher,190.53,,,J.Wiley,,767882,CS/E/99-2,4,17
786,From Pascal to C,Brow,55,,,Narosa,,767883,CS/E/99-2,4,18
787,PC Magazine DOS Power Tools,Somerson,782.13,,,Bantam,,767884,CS/E/99-2,4,19
788,Theory of Computation,Wood,1668.66,,,J.Wiley,,767885,CS/E/99-2,4,20
789,Theory of Computation,Wood,1668.66,,,J.Wiley,,767886,CS/E/99-2,4,21
790,Fundamentals of Computers,"Raja Raman,V.",48,,,J.Wiley,,769995,CS/E/99-2,4,22
791,Fundamentals of Computers,"Raja Raman,V.",48,,,J.Wiley,,769996,CS/E/99-2,4,23
792,Fundamentals of Computers,"Raja Raman,V.",48,,,J.Wiley,,7699993,CS/E/99-2,4,24
793,Fundamentals of Computers,"Raja Raman,V.",48,,,J.Wiley,,769994,CS/E/99-2,4,25
797,Digital Fundamentals,Floyd,75,,,UBS,,767839,CS/E/99-2,4,5
823,Clipper Programming Guide,Spence,90,,,BPB,,775384,CS/E/99-2,5,1
825,Illustrated C Programming,Beam,60,,,BPB,,775382,CS/E/99-2,5,2
808,Operating System Design & Imple.,Tanenbaum,,,,,LOST,767837,CS/E/99-2,4,3
824,Clipper dBase Compiler Application,Beam,54,,,BPB,,775383,CS/E/99-2,5,3
799,Operating Sys.Design,Comer Fossum,,16.95,,P.H.I,,770137,CS/E/99-2,5,4
798,Digital Fundamentals,Floyd,75,,,UBS,,762313,CS/E/99-2,5,5
800,Operating Sys.Design,Comer Fossum,,16.95,,P.H.I,,770138,CS/E/99-3,5,6
801,Comp. Graphics Software Construction,Rankin,,15.95,,P.H.I,,770136,CS/E/99-4,5,7
802,Understading & Using Wordstar,Lund,45,,,Jaico,,770139,CS/E/99-5,5,8
826,User Interfaces in C,Goodwin,75,,,BPB,,775381,CS/E/99-2,5,9
822,Using Assembly Language,Wyatt,240,,,BPB,,775379,CS/E/99-2,5,10
819,National Language Processing in Lisp,Guzdar,677.73,,,,,775394,CS/E/99-2,5,11
805,Programming with Pascal,Sridhar,,,,Oxford,,762311,CS/E/99-7,5,12
803,Computer Architecture & Organisation,Hayes,,,,Mc Graw,,762312,CS/E/99-6,5,13
818,Uses & Applications in dBase III Plus,Smith,95,,,Galgotia,,762320,CS/E/99-2,5,14
817,Theory & Problem of Boolean Algebra,Mendelson,78.3,,,Mc Graw,,762318,CS/E/99-2,5,15
810,Operating System Design & Implem.,Tanenbaum,95,,,P.H.I,,762306,CS/E/99-2,5,16
809,Operating System Design & Implem.,Tanenbaum,95,,,P.H.I,,762305,CS/E/99-2,5,17
806,Unix a programming guide,prata,,,,,,806,CS/E/99-8,5,18
807,C Programming Tutor,Wortman,59,,,P.H.I,,762309,CS/E/99-9,5,19
816,dBase III Plus for Programming,Prague,60,,,BPB,,762321,CS/E/99-2,5,20
812,Proc. Elements for Computer Graphics,Rogers,113.1,,,Mc Graw,,762315,CS/E/99-2,5,21
813,Proc. Elements for Computer Graphics,Rogers,113.1,,,Mc Graw,,762316,CS/E/99-2,5,22
815,dBase III Plus for Beginners,Mathur,65,,,Galgotia,,762319,CS/E/99-2,5,23
814,Discrete Math,Wiitala,,,,McGraw,,762317,CS/E/99-2,5,24
820,National Language Processing in Prolog,Guzdar,677.73,,,,,762317,CS/E/99-2,5,25
821,Compilers Principles Tech. & Tools,Aho,289.1,,,,,775395,CS/E/99-2,5,26
830,Unix Programming on the 80286/386,Deikman,75,,,BPB,,775390,CS/E/99-2,5,27
828,Wordstar Instant References,Clark,36,,,BPB,,775392,CS/E/99-2,5,28
829,Unix Power Utilities,Muster,,,,BPB,,775391,CS/E/99-2,5,29
770,IBM pc,Peter abel,,,,PHI,,767838,CS/E/99-2,4,4
827,Teach Yourself C,Siegel,,,,BPB,,775380,CS/E/99-2,4,1
1421,Advanced Graphics  Prog. In C & C++,"Stevens RT, Watkings",350,,,BPB,,850233,CS/E/99-3,1,1
1423,P.C Plus Step by Step Visual Basic,Morris,250,,,PHI,,842537,CS/E/99-3,1,2
1424,Prog. O/P Device Driver using BC++,Smith,112,,,Jaico,,842538,CS/E/99-3,1,3
1425,C++ Components & Algo. (Disk),Ladd,45,,,BPB,,842532,CS/E/99-3,1,4
1429,Fundamentals of Software Engg.,Ghezzi C.,150,,,PHI,,851568,CS/E/99-3,1,5
1430,Programming in C++,Dewhurst Stark,59,,,PHI,,851569,CS/E/99-3,1,6
2864,Fundamental of Software Engg.,Carlo Ghezzi,495,,,PHI Learning,,851568,CS/E/99-3,1,7
1427,Vijai Muckhi Mastering Oracle 6.0,Serpes,180,,,BPB,,851566,CS/E/99-3,1,8
1431,Neural Network & Fuzzy Systems,Kasko,175,,,PHI,,851570,CS/E/99-3,1,9
1432,File Format Handbook,Taylor,280,,,Vision Books,,853118,CS/E/99-3,1,10
1433,Vijai Muckhi Dymic Data Exchange,Natham,280,,,Vision Books,,853119,CS/E/99-3,1,11
1428,Programming in C++,Dewhurst Stark,150,,,Galgotia,,851567,CS/E/99-3,1,12
1434,The Wonders of Power Builders 3.0,Mukhi,145,,,Vision Books,,853120,CS/E/99-3,1,13
1435,Kamsutra of Windows,Mukhi,90,,,Vision Books,,853121,CS/E/99-3,1,14
1436,PC Magazine C++ Comm. Utilities,Holems,275,,,BPB,,853122,CS/E/99-3,1,15
1437,PC Mag. Guide to Client/Ser. Database,Saleum,180,,,BPB,,853124,CS/E/99-3,1,16
1438,Client/Server Computing with Oracle,Saleum,180,,,BPB,,853123,CS/E/99-3,1,17
1439,Developing Client/Server Applications,Inmon,195,,,BPB,,853125,CS/E/99-3,1,18
1440,SQL Spoken Here,Sayles,120,,,BPB,,853126,CS/E/99-3,1,19
1441,Understanding SQL,Gruber M.,150,,,BPB,,853127,CS/E/99-3,1,20
1442,Win Rapid Application Development,Sarua,275,,,BPB,,853128,CS/E/99-3,1,21
1443,Win 3.1: A Develpoers Guide (BPB),Ritcher,270,,,BPB,,853129,CS/E/99-3,1,22
1444,Programming for Windows,Anand,36,,,BPB,,853130,CS/E/99-3,1,23
1485,2000 Solved Example in Dis. Maths,Lipschultz,251.22,,,,,873677,CS/E/99-3,1,24
1445,The Sound Blaster Book,Munnik,270,,,BPB,,853131,CS/E/99-3,1,25
1446,Vijai Muckhi Mastering Oracle 6.0,Serpes M.,180,,,BPB,,858854,CS/E/99-3,1,26
1447,Vijai Muckhi Mastering Oracle 6.0,Serpes M.,180,,,BPB,,858853,CS/E/99-3,1,27
1448,Programming in Fortran 77,Ramkumar,81,,,TMH,,858856,CS/E/99-3,1,28
1449,Programming in Fortran 77,Ramkumar,81,,,TMH,,858855,CS/E/99-3,1,29
1450,Understanding Oracle,Perry Lateur,180,,,BPB,,858857,CS/E/99-3,1,30
1489,The Maple Handbook,Redfren,998.4,,,Mc Graw,,873657,CS/E/99-3,1,31
1567,Object Oriental Prog. With C++,Balaguruswamy,96,,,TMH,,878151,CS/E/99-3,1,32
1451,Microcomputer Systems,Liv Gibson,110,,,PHI,,858859,CS/E/99-3,1,33
1452,Microcomputers Systems,Liv Gibson,,,,,LOST,860378,CS/E/99-3,2,1
1454,C Language Programming,Kernighan Richi,,,,,LOST,860428,CS/E/99-3,2,2
1456,Digital Fundamentals,Floyd,135,,,UBS,,860429,CS/E/99-3,2,3
1457,Microcomputer Systems,Liv Gibson,110,,,PHI,,860430,CS/E/99-3,2,4
1458,Graphics Programming Solutions,Sanchez & Canton,1357.22,,,Mc Graw,,861460,CS/E/99-3,2,5
1459,C++ Database Development,Stevens,,,,,,861293,CS/E/99-3,2,6
1460,Teach Yourself Visual Basic,Socha Hall,195,,,BPB,,861294,CS/E/99-3,2,7
1461,The Quick & Easyway to Learn,PC Learning Labs,225,,,BPB,,861295,CS/E/99-3,2,8
1462,Vijay Mukhi Oracle 6.0: The Basics,Kamdar,135,,,BPB,,861296,CS/E/99-3,2,9
1463,Visual Basic Utilities,Bonner,240,,,BPB,,861297,CS/E/99-3,2,10
1464,Windows Programming with B C++,Oualline,300,,,BPB,,861298,CS/E/99-3,2,11
1465,Visual Basic Prog. For Dummies,Wang,135,,,Pustak Mahal,,867300,CS/E/99-3,2,12
1466,C for Dummies,Goodkin,150,,,Pustak Mahal,,861299,CS/E/99-3,2,13
1467,Obj. Oriented Prog. Using  C++ for Dumm.,Wang,135,,,Pustak Mahal,,861301,CS/E/99-3,2,14
1468,Borland C++4 Obj. Oriented Prog.,Hyman,150,,,Pustak Mahal,,861302,CS/E/99-3,2,15
1469,Visual C++ Programming,V.Holzner,295,,,Pustak Mahal,,861304,CS/E/99-3,2,16
1470,Type & Learn C,Swan,245,,,Pustak Mahal,,861303,CS/E/99-3,2,17
1471,Object Oriented Programming in C++,Barkakati,150,,,PHI,,861406,CS/E/99-3,2,18
1472,Borland C++4 Obj. Oriented Prog.,Faison,225,,,PHI,,861407,CS/E/99-3,2,19
1473,Dis. Mathematics & it's Application,Rosen,458.2,,,Mc Graw,,861455,CS/E/99-3,2,20
1474,Advanced Computer Architecture,Hwang & Briggs,90,,,Mc Graw,,861456,CS/E/99-3,2,21
1475,Advanced Computer Architecture,Hwang & Briggs,90,,,Mc Graw,,861457,CS/E/99-3,2,22
1476,Norton Utilities,Evans,125,,,Mc Graw,,861458,CS/E/99-3,2,23
1477,Windows NT,Wyatt,568.8,,,Mc Graw,,861459,CS/E/99-3,2,24
1478,The C Odyssey Window the brave new World (REPLACE),Gandhi.M,,,,,,873670,CS/E/99-3,2,25
1479,Windows Prog. With Borland C++,Oualline,300,,,BPB,,873671,CS/E/99-3,2,26
1481,Mastering Autocad,Quura,110,,,PHI,,873673,CS/E/99-3,3,1
1482,Computer Programming in C,Raja Raman ,125,,,PHI,,873674,CS/E/99-3,3,2
1486,Clipper 5.2 Power Program,Spence,225,,,TMH,,873681,CS/E/99-3,3,4
1487,Comp. Arch A Des. Txt. On Genric Risk,Feldman,300.2,,,Mc Graw,,873682,CS/E/99-3,3,5
1490,dBase IV & Structured Query Lang.,Chandra,150,,,,,873683,CS/E/99-3,3,6
1491,Foundations of Parallel Processing,Ghose,125,,,,,873684,CS/E/99-3,3,7
1492,Polishing Windows,Jewell,1262.42,,,,,873685,CS/E/99-3,3,8
1493,Maple V Language References Manual,Char,375,,,,,861462,CS/E/99-3,3,9
1494,Maple V: Library Reference Manual,Char,,,,,,861461,CS/E/99-3,3,10
1495,Understanding Oracle,"Perry JT, Shatree JG",195,,,BPB,,873665,CS/E/99-3,3,11
1496,Understanding Oracle,"Perry JT, Shatree JG",195,,,BPB,,873668,CS/E/99-3,3,12
1497,Understanding Oracle,"Perry JT, Shatree JG",195,,,BPB,,873639,CS/E/99-3,3,13
1498,Understanding Oracle,"Perry JT, Shatree JG",195,,,BPB,,873667,CS/E/99-3,3,14
1499,Understanding Oracle,"Perry JT, Shatree JG",195,,,BPB,,873664,CS/E/99-3,3,15
1500,Understanding Oracle,"Perry JT, Shatree JG",195,,,BPB,,873666,CS/E/99-3,3,16
1501,Real Time System Design,Levi ST,,,,,,861475,CS/E/99-3,3,17
1502,Data Abstruction,Bergin J,1063.47,,,,,861476,CS/E/99-3,3,18
1503,Converting C to Turbo C++,Dorfman L,,,,,,861477,CS/E/99-3,3,19
1505,Mastering Win Utilities Prog. With C++,Young,525,,,Sybex,,861584,CS/E/99-3,3,20
1506,Multimedia on the PC,Sinclair,99,,,BPB,,861565,CS/E/99-3,3,21
1507,Windows 3.1 Instant Reference,Mosley,54,,,BPB,,861586,CS/E/99-3,3,22
1508,Using Windows 3.1,Person,,,,,,861558,CS/E/99-3,3,23
1480,dBase IV 1.5 Developer HB,Dick Lev,150,,,BPB,,863672,CS/E/99-3,3,24
1538,C/C++ Tips,Jamsa K.,250,,,Galgotia,,855845,CS/E/99-3,3,25
1537,Window Programming Primer First,Conger Jim,788.42,,,Mc Graw,,855844,CS/E/99-3,3,26
1539,C Projects ,Kantekar Y.,295,,,Galgotia,,855846,CS/E/99-3,3,28
1536,Image Processing,Ahmed Sid M.A,120,,,BPB,,875891,CS/E/99-3,3,27
1557,Visual Basic Multimedia,Jard S.,230,,,Galgotia,,855864,CS/E/99-3,4,1
1558,Zen of Code Optimization,Abrash,230,,,Galgotia,,855865,CS/E/99-3,4,2
1560,Graphics Programming & Animation,Jungck P.,150,,,BPB,,855867,CS/E/99-3,4,3
1561,Windows Custom Control,Smith Ward,225,,,BPB,,855868,CS/E/99-3,4,4
1562,Designing GUI App. For Windows,Levine,225,,,BPB,,855869,CS/E/99-3,4,5
1564,Custom Controls,Cliwa Dunteman,230,,,Galgotia,,855871,CS/E/99-3,4,6
1565,Neuro-Intelligent System,Hungenahally Jain,99,,,BPB,,878149,CS/E/99-3,4,7
1549,Windows API Bible,Conger J.L.,396,,,Waite,,855856,CS/E/99-3,4,8
1509,Using Windows 3.1,Person,,,,,,861859,CS/E/99-3,4,9
1514,DOS for Dummies,Gookin,110,,,Pustak Mahal,,861855,CS/E/99-3,4,10
1513,Windows for Dummies,Rathbone,135,,,Pustak Mahal,,861854,CS/E/99-3,4,11
1512,Modems for Dummies,Rathbone,150,,,Pustak Mahal,,861853,CS/E/99-3,4,12
1511,Internet for Dummies,Levine,150,,,Pustak Mahal,,861853,CS/E/99-3,4,13
1510,Networking for Dummies,Lowe,,,,Pustak Mahal,,861851,CS/E/99-3,4,14
1515,Making Windows Application Work,Krumm,240,,,BPB,,861856,CS/E/99-3,4,15
1516,DOS 6 Series,Ainsbury,,,,,,861857,CS/E/99-3,4,16
1517,Object Oriented Programming with C++,Parson D.,99,,,BPB,,861858,CS/E/99-3,4,17
1518,Windows 3.0/3.1 Test 1,Fernandes L.,54,,,BPB,,861862,CS/E/99-3,4,18
1519,DOS 6 & 6.2 Instant Reference,Thomas R.M,54,,,BPB,,861874,CS/E/99-3,4,19
1521,Computer Graphics,Corrigan Y.,75,,,BPB,,851868,CS/E/99-3,4,20
1526,Programming with Pascal,Venugopal K.R.,120,,,TMH,,851869,CS/E/99-3,4,22
1525,Basic ueuing Theory,Bunday,90,,,,,861866,CS/E/99-3,4,23
1566,Art. Intellegent with Common Lisp.,Noyes J.L.,150,,,Galgotia,,878150,CS/E/99-3,4,21
1522,Visual C++ A Developers Guide,Leavens A.,225,,,BPB,,861865,CS/E/99-3,4,24
1523,Netware Programming Guide,McCorn J.J,150,,,BPB,,861866,CS/E/99-3,4,25
1524,IBM PC Troubleshooting & Repair,Brennes R.C,95,,,,,861867,CS/E/99-3,4,26
1527,Computer Fundamentals,Jain S.,75,,,,,851870,CS/E/99-3,4,27
1528,System Design & Business Appli.,Jain V.K,90,,,,,851872,CS/E/99-3,4,28
1529,Software Packages,Jain V.K,150,,,,,861871,CS/E/99-3,4,29
1530,Question & Answer on Computer,Kumar D.,99,,,BPB,,861873,CS/E/99-3,4,30
1531,Comp. Viruses Prev. Detect & Removal,Kapur R.,75,,,BPB,,862158,CS/E/99-3,4,31
1532,Illustrated dBase IV 1991,Stultz R.A.,90,,,BPB,,862159,CS/E/99-3,4,32
1535,Data Compression Book,Nelson M.,150,,,PHI,,875890,CS/E/99-3,4,33
1520,Clipper 5.01/87 Test,Joshi D.,45,,,BPB,,861863,CS/E/99-3,4,34
1548,BC++ 4.0 underbWindows 3.1 Vol.III,Sheth Y.,125,,,Jaico,,855855,CS/E/99-3,5,1
1547,BC++ 4.0 underbWindows 3.1 Vol.II,Sheth Y.,125,,,Jaico,,855854,CS/E/99-3,5,2
1546,BC++ 4.0 underbWindows 3.1 Vol.I,Sheth Y.,125,,,Jaico,,855853,CS/E/99-3,5,3
1545,MS DOS System Programming,Burki Ward,225,,,BPB,,858552,CS/E/99-3,5,4
1552,Mast. Oracle 7 & Client Sever Prog.,Bobrowski S.M.,300,,,BPB,,855859,CS/E/99-3,5,6
1551,Understanding Pointers in C (REPLACE),Kanetkar,,,,,,855858,CS/E/99-3,5,7
1550,Power Builder Concepts & Application,Bayross I.N.,150,,,BPB,,855857,CS/E/99-3,5,8
1544,Oracle 6/7,Unadkat C.L.,180,,,BPB,,855851,CS/E/99-3,5,9
1554,Microsoft Windows 3.1,Brown M.,75,,,G/P,,855861,CS/E/99-3,5,10
1553,Window 3.1 Connectivity Secrets,Connally R.,496,,,G/P,,855860,CS/E/99-3,5,11
1556,Teaches C,Stevens A.L.,195,,,BPB,,855863,CS/E/99-3,5,12
1555,C Prog. Guide to Serial Comm.,Campbell,295,,,PHI,,855862,CS/E/99-3,5,13
1542,Fundamentals of Digital Image Proc.,Jain A.K.,150,,,PHI,,855849,CS/E/99-3,5,14
1541,Window 3.1 Instaint Reference,Moseley M.L.,54,,,Sybex,,855848,CS/E/99-3,5,15
1483,Data Structure & Program Des. In C,Kruse,120,,,PHI,,873675,CS/E/99-3,5,16
1540,Borlaud C++ 4.0 upgrade book,Elavia G.N.et al,,,,,LOST,855847,CS/E/99-3,5,16
1543,Using Windows 3.1,Person G. Rose,295,,,PHI,,855850,CS/E/99-3,5,17
480,Data Structure Using Pascal,Tanenbam,237.7,,,PHI,,655618,`,1,1
479,Assembly & Assembler,Gorslinc,237.7,,,PHI,,655617,DCSE/19/2,1,2
478,Intro. To Lisp & Symbole Manipulation,Hekmatpour,221.8,,,PHI,,655616,DCSE/19/2,1,3
483,Guide to Good Programming Practice,Meck,,,,EWP,,677691,DCSE/19/2,1,4
482,An Introduction to Prog. In Fortran-77,Schon Felder,376.84,,,B. Well,,65620,DCSE/19/2,1,5
481,Operating Systems,Keller,254.4,,,PHI,,655619,DCSE/19/2,1,6
485,Systems Analysis Des. & Comp. Appl.,Millisgton,80,,,EWP,,677683,DCSE/19/2,1,7
216,Mastering Turbo Pascal,Swan,75,,,BPB Pub.,,764062,DCSE/19/2,1,8
422,Mastering Turbo Pascal,Swan,75,,,BPB,,764064,DCSE/19/2,1,9
449,Mastering Turbo Pascal,Swan T.,75,,,BPB,,,DCSE/19/2,1,10
454,Programming with Fortran -77,Kumar R.,48,,,TMH,,764067,DCSE/19/2,1,11
455,Programming with Fortran -77,Kumar R.,48,,,TMH,,764066,DCSE/19/2,1,12
